"n","lambda","rep","mse_e","mse_m0","mse_m1","num_leaves_e","num_leaves_m0","num_leaves_m1"
1600,0.1,38,0.000420895700573651,0.00289070656949813,0.00155860042654914,0,0,0
3200,0.1,38,0.000259374860988306,0.000816379576197253,0.000796593301731477,0,0,0
400,0.2,38,0.000643886859237803,0.00538010374705116,0.00204208508601428,0,0,0
800,0.2,38,0.00249683948500431,0.00541470561855442,0.000957132407004298,0,0,0
1600,0.2,38,0.000467907216806217,0.000853312036769982,0.00310019053130826,0,0,0
3200,0.2,38,0.000390978812876005,0.000611019924656236,0.000571182681578968,0,0,0
400,0.5,38,0.00550221971321931,0.0074286735251657,0.0106020979549096,0,0,0
800,0.5,38,0.0032676587298341,0.00404590719368113,0.00320229402084055,0,0,0
1600,0.5,38,0.000616745318190485,0.00284140563896919,0.000771232431696929,0,0,0
3200,0.5,38,9.45860610720564e-05,0.000320796294601615,0.00047467677581476,0,0,0
400,0.01,39,0.0011617311551063,0.00874593476917707,0.00193553376452712,0,0,0
800,0.01,39,0.00311822518697073,0.00769243648878836,0.000992540531370225,0,0,0
1600,0.01,39,0.00101566363099635,0.000343235561195632,0.000221097301474573,0,0,0
3200,0.01,39,0.000787574123593272,0.000906439197821487,9.54994643983578e-05,0,0,0
400,0.05,39,0.00109407688943786,0.00528072175851585,0.00560030178523043,0,0,0
800,0.05,39,0.00268651922837749,0.000466231098176316,0.00387241533519822,0,0,0
1600,0.05,39,0.000368228987680543,0.00151516697871409,0.00210251139607733,0,0,0
3200,0.05,39,0.000237762986157364,0.000666289335035034,0.000830973344314433,0,0,0
400,0.1,39,0.000696753679386922,0.0130659508367777,0.00381756970677139,0,0,0
800,0.1,39,0.00231369997723409,0.00140248306117395,0.00043695916573484,0,0,0
1600,0.1,39,0.000901538854070545,0.000624659279173037,0.000254654043803472,0,0,0
3200,0.1,39,0.000272714991349155,0.000944014357997874,0.000456216188245334,0,0,0
400,0.2,39,0.00189441657630595,0.00906016393603612,0.00438927070203823,0,0,0
800,0.2,39,0.00096711720074635,0.00151241765676287,0.00317145120870374,0,0,0
1600,0.2,39,0.000822766030743786,0.0020189010951943,0.000938215305858163,0,0,0
3200,0.2,39,7.32445239808355e-05,0.00135493481363532,0.00065196890710526,0,0,0
400,0.5,39,0.00495725441020411,0.00503059756219872,0.00876944788073666,0,0,0
800,0.5,39,0.000560463097038489,0.00272401537599166,0.0050432402749896,0,0,0
1600,0.5,39,8.36548488884313e-05,0.00514875944139701,0.000572000581182821,0,0,0
3200,0.5,39,0.000397944243467271,0.00074247658642923,0.0021505920471625,0,0,0
400,0.01,40,0.00108408298154787,0.00479298750282067,0.0146127514906052,0,0,0
800,0.01,40,0.00119696704558475,0.000457061779357189,0.000668349944599875,0,0,0
1600,0.01,40,0.00169136576686894,0.000493497862155198,0.00356996739340809,0,0,0
3200,0.01,40,0.000403225424327818,0.000361213604267417,9.53505494924883e-05,0,0,0
400,0.05,40,0.00135870191197388,0.0037309193334954,0.00499884030975298,0,0,0
800,0.05,40,0.00177204661560932,0.00183568517265907,0.00301958693797715,0,0,0
1600,0.05,40,0.000208284723798859,0.000390101282131112,0.00161736214708405,0,0,0
3200,0.05,40,0.000314985843147371,0.00152302423816811,0.000448898336133208,0,0,0
400,0.1,40,0.00364020469103956,0.00924096658976148,0.00088439371519837,0,0,0
800,0.1,40,0.00116756897173323,0.00149025678819238,0.000331833002617891,0,0,0
1600,0.1,40,0.000175726430192468,0.00250101862188646,0.000149638940314545,0,0,0
3200,0.1,40,0.000153107860663487,0.000264982360337725,0.000502327843490932,0,0,0
400,0.2,40,0.00499895240150118,0.0212225741006374,0.00267504589678666,0,0,0
800,0.2,40,0.00238853404279666,0.00574952103870175,0.00633153754036978,0,0,0
1600,0.2,40,0.000682074840298247,0.00063958786218753,0.000740292025008006,0,0,0
3200,0.2,40,0.000414252396070952,0.000306078197985791,0.0002053351550902,0,0,0
400,0.5,40,0.00147050108262063,0.00945791292044511,0.00259074929407064,0,0,0
800,0.5,40,0.00233628450377786,0.005521778283205,0.000445777248221862,0,0,0
1600,0.5,40,0.000629185120892678,0.000671498849997484,0.00128088145084392,0,0,0
3200,0.5,40,0.000234820046298395,0.000103547048903349,0.000520439614260839,0,0,0
400,0.01,41,0.00340136061296158,0.00940936273165063,0.00212484538604043,0,0,0
800,0.01,41,0.0010239987111852,0.00370278813192197,0.000314927690765568,0,0,0
1600,0.01,41,0.000319616515834813,0.00445371568018721,0.0012900682235783,0,0,0
3200,0.01,41,0.000136154744691738,0.000476229685010617,0.00140055496506498,0,0,0
400,0.05,41,0.0020456924127402,0.00415720411266574,0.000361500865899416,0,0,0
800,0.05,41,0.00174713679823442,0.000541680399285743,0.00175603240029011,0,0,0
1600,0.05,41,0.000101479383856436,0.00059630579939834,0.00357840571870949,0,0,0
3200,0.05,41,0.00021516670382359,0.000720277361347074,0.000326423589663883,0,0,0
400,0.1,41,0.00233587559959972,0.00260173507688124,0.0082572932308769,0,0,0
800,0.1,41,0.00154776743128752,0.00303446271668072,0.00339956843219844,0,0,0
1600,0.1,41,0.000442301273669656,0.00246597417970905,0.000437601693294155,0,0,0
3200,0.1,41,0.00028167478854984,0.00125430874787349,0.000555876066306305,0,0,0
400,0.2,41,0.00623828932772754,0.00326510418417574,0.00563754819149187,0,0,0
800,0.2,41,0.00309926383328481,0.000608420441558887,0.000707661968773055,0,0,0
1600,0.2,41,0.0010162820774315,0.0015544311333839,0.000551306552039246,0,0,0
3200,0.2,41,0.000380872933173912,0.00143275871576835,0.00113327482547125,0,0,0
400,0.5,41,0.00415701947306826,0.0109059307475822,0.00326329668494007,0,0,0
800,0.5,41,0.00136501727902505,0.00186652787518381,0.00109411825872179,0,0,0
1600,0.5,41,0.000517563034040097,0.000649551495735839,0.000313584759081527,0,0,0
3200,0.5,41,0.000204096169856714,0.000361610746872195,0.000827338177869086,0,0,0
400,0.01,42,0.00606015942804413,0.00232150738722548,0.00244633033928828,0,0,0
800,0.01,42,0.00153771668932634,0.00148447166315195,0.00183001079347142,0,0,0
1600,0.01,42,0.000281045999152617,0.0001203852235093,0.000172500811493793,0,0,0
3200,0.01,42,0.000255840961150277,6.91148024636858e-05,0.00109288714512549,0,0,0
400,0.05,42,0.00343852284549809,0.00231127646447556,0.00500687351170554,0,0,0
800,0.05,42,0.00367326698231112,0.00159382933333399,0.000544824473051016,0,0,0
1600,0.05,42,0.000500802120241875,0.000509280996270088,0.000358181107180499,0,0,0
3200,0.05,42,0.000453843899843324,0.000483502595155076,0.000492439727994255,0,0,0
400,0.1,42,0.00261031391833574,0.004587403991979,0.00347694866042807,0,0,0
800,0.1,42,0.00283848626215392,0.00183798833690948,0.0014465882327927,0,0,0
1600,0.1,42,0.000728529654242805,0.00209762588001161,0.00230535219350598,0,0,0
3200,0.1,42,0.000176693365142083,0.000587206994535782,0.000151479293851794,0,0,0
400,0.2,42,0.00249563216820182,0.0105444752220025,0.00910742766192191,0,0,0
800,0.2,42,0.0012157393667886,0.00340581254213707,0.00371753490360228,0,0,0
1600,0.2,42,0.000211807797213546,0.00183711067991008,0.00119767410581452,0,0,0
3200,0.2,42,0.000452723687646505,0.000574545709543725,0.0012420460418788,0,0,0
400,0.5,42,0.00358248247088078,0.0105711739655472,0.00588252175060851,0,0,0
800,0.5,42,0.00227769946268624,0.00205114606786739,0.00586118239194727,0,0,0
1600,0.5,42,0.00300230287846533,0.00143550008340411,0.00236894900458108,0,0,0
3200,0.5,42,0.000496986553461193,0.000929191455449783,0.000520180506737693,0,0,0
400,0.01,43,0.00114858762470284,0.0141176685041204,0.00905451890929237,0,0,0
800,0.01,43,0.00458611010847184,0.00433456088549181,0.00148542491302884,0,0,0
1600,0.01,43,0.00113788575837886,0.00175226811465085,0.000270745299742229,0,0,0
3200,0.01,43,0.000613711839942606,0.000202783901627721,0.000393160630883162,0,0,0
400,0.05,43,0.00247220868428816,0.00379744206976089,0.00441521777900387,0,0,0
800,0.05,43,0.00459057367359227,0.000928302170462486,0.00403390554943696,0,0,0
1600,0.05,43,0.000258703326742926,0.00392536121473172,0.000867427630417933,0,0,0
3200,0.05,43,0.000328987322478409,0.00066067274484405,0.000863298689608953,0,0,0
400,0.1,43,0.00436936886004644,0.000892962263946412,0.000672016439731441,0,0,0
800,0.1,43,0.000808115144794737,0.0115742927965102,0.00198723283233489,0,0,0
1600,0.1,43,0.000840735976425638,0.000967081594282599,0.000851728656874307,0,0,0
3200,0.1,43,0.000349918632363388,0.000538811995073746,0.000409829131584898,0,0,0
400,0.2,43,0.00172595322982684,0.00897057596770047,0.00940942716878725,0,0,0
800,0.2,43,0.00091669276324922,0.00268854143264811,0.00377217261771585,0,0,0
1600,0.2,43,0.00139757919689253,0.00288610712216827,0.00129974112568493,0,0,0
3200,0.2,43,7.44648120168701e-05,0.000276099829338989,0.00034750188365957,0,0,0
400,0.5,43,0.00569301513368628,0.00364439713798026,0.00595969051495829,0,0,0
800,0.5,43,0.00168227763450204,0.00454413596425552,0.0030944948217487,0,0,0
1600,0.5,43,0.000625122195825879,0.000718559711580329,0.00256007521888964,0,0,0
3200,0.5,43,0.000439438263094911,0.000323537469852154,0.00119469941997978,0,0,0
400,0.01,44,0.00655221056256056,0.00194835777366353,0.00360337101240792,0,0,0
800,0.01,44,0.00142329524298646,0.00423529146448875,0.000845634755024527,0,0,0
1600,0.01,44,0.00121666110032797,0.000289055989216732,0.000420097963823538,0,0,0
3200,0.01,44,0.000836652736509415,0.000188851243314585,0.000676924994464308,0,0,0
400,0.05,44,0.00269328603251089,0.00948387694964155,0.0112474329068939,0,0,0
800,0.05,44,0.000505738441263271,0.00203939074828808,0.00182975564813388,0,0,0
1600,0.05,44,0.000542522652005124,0.00204457667522788,0.000482706657325757,0,0,0
3200,0.05,44,0.000502348318391086,0.00170844771368106,0.000453362403194138,0,0,0
400,0.1,44,0.00200742735078281,0.00272410951320218,0.00245442292550653,0,0,0
800,0.1,44,0.000767271734397685,0.00466200631983765,0.00318446548883203,0,0,0
1600,0.1,44,0.000134670227943385,0.00134057785946347,0.000347346272013311,0,0,0
3200,0.1,44,0.000231836480251609,0.00222139744432881,0.000254118002498725,0,0,0
400,0.2,44,0.000951364394558245,0.00740976815754469,0.00625438357882366,0,0,0
800,0.2,44,0.000843447743586772,0.000628234322533201,0.000541506303135637,0,0,0
1600,0.2,44,0.000994719466045511,0.00288488437160468,0.000581480595300908,0,0,0
3200,0.2,44,0.000163688606996341,0.00208830232812385,0.000119100859958964,0,0,0
400,0.5,44,0.0026850131389411,0.0129538727738786,0.00656770026200493,0,0,0
800,0.5,44,0.00320256389437891,0.00742545763228024,0.0012653697899675,0,0,0
1600,0.5,44,0.000257023420907151,0.000159253664292413,0.00102413730545777,0,0,0
3200,0.5,44,0.00031171160998156,0.000958446258192976,0.000544574861039331,0,0,0
400,0.01,45,0.00192365662841613,0.00341158350819545,0.00248012456613883,0,0,0
800,0.01,45,0.00156020000536937,0.00138342441886869,0.000539820808347664,0,0,0
1600,0.01,45,0.000171154072580763,0.000544656959594232,0.000464803381504244,0,0,0
3200,0.01,45,3.70212631148988e-05,0.00226438195599003,0.000132493992991626,0,0,0
400,0.05,45,0.00580153973246313,0.007821230033805,0.0034565670811052,0,0,0
800,0.05,45,0.000509039229172898,0.001910990699804,0.00355879018055685,0,0,0
1600,0.05,45,0.000344792730233861,0.00172611878415007,0.00117314757055198,0,0,0
3200,0.05,45,0.000602485230869876,0.00221701182566402,0.000618168123963362,0,0,0
400,0.1,45,0.00274751609331826,0.0196867923065951,0.0108302732318985,0,0,0
800,0.1,45,0.000573988839220616,0.00378404474309268,0.00209156827904569,0,0,0
1600,0.1,45,0.000226193388337685,0.000153486559790119,0.000156352067045209,0,0,0
3200,0.1,45,0.000281634520689042,0.000575154965669209,0.000538838252748495,0,0,0
400,0.2,45,0.00148776322700722,0.00734584055221761,0.00312283368860891,0,0,0
800,0.2,45,0.00107511739041283,0.00315019942225556,0.00295223067950394,0,0,0
1600,0.2,45,0.00070057003830453,0.000539887266388261,0.00248866912765477,0,0,0
3200,0.2,45,0.00020821986642715,0.000976737808472005,0.00034109388364932,0,0,0
400,0.5,45,0.00147405320792833,0.00268241390403489,0.00784450732274631,0,0,0
800,0.5,45,0.0016572562115225,0.000337294192984307,0.000201367802404749,0,0,0
1600,0.5,45,0.00135204283348954,0.00260266713466441,0.000665464238420638,0,0,0
3200,0.5,45,0.000415064596257887,0.00144918567312975,0.000112424707821009,0,0,0
400,0.01,46,0.00408443228297091,0.00288098254715943,0.00592540212859121,0,0,0
800,0.01,46,0.00174994867236888,0.00108858454941181,0.0064554307211632,0,0,0
1600,0.01,46,0.000603356973223125,0.00186855371528539,0.000418522641373957,0,0,0
3200,0.01,46,0.00088423413395932,0.000976817510928211,0.000336099164650957,0,0,0
400,0.05,46,0.00153637247665071,0.000996970075034301,0.000476218019517453,0,0,0
800,0.05,46,0.00109930137490635,0.00143911547475977,0.00253182414353693,0,0,0
1600,0.05,46,0.000810707121219617,0.000117377995766094,0.000484828896895942,0,0,0
3200,0.05,46,0.000265753684629891,0.00174149039649803,0.000577846533809779,0,0,0
400,0.1,46,0.00357320517220089,0.0134611575584635,0.00421789018531995,0,0,0
800,0.1,46,0.00796274947961285,0.0028340962964133,0.0086956680477329,0,0,0
1600,0.1,46,0.000870090724086822,0.00324928181383655,0.000787636434291446,0,0,0
3200,0.1,46,0.000282339365808631,0.00107356059047063,0.00108631098642012,0,0,0
400,0.2,46,0.00249546060562918,0.00344416460509574,0.00482387923303635,0,0,0
800,0.2,46,0.00506660118343281,0.00174838727857854,0.000484545181067666,0,0,0
1600,0.2,46,8.47612670548035e-05,0.000751517538892432,0.000783595664250764,0,0,0
3200,0.2,46,0.000173481938549679,0.00147282964745306,0.000295060639815172,0,0,0
400,0.5,46,0.000461367101829009,0.00432856952443101,0.0058857979848601,0,0,0
800,0.5,46,0.00364340821891035,0.0032971360932116,0.000266951442094005,0,0,0
1600,0.5,46,0.00128838624512563,0.000781355815500642,0.00161264259709056,0,0,0
3200,0.5,46,0.000427484899408217,0.000316022176299655,0.00139324375693132,0,0,0
400,0.01,47,0.00602379383607763,0.0093642926454901,0.00193643837189173,0,0,0
800,0.01,47,0.00269357126397875,0.00234499017256673,0.00115335459135103,0,0,0
1600,0.01,47,0.000752234962153391,0.00187916703586166,0.00163793993962542,0,0,0
3200,0.01,47,0.000306887978430736,0.000934162768518331,0.000323637254082353,0,0,0
400,0.05,47,0.00536251999943202,0.0185490780189504,0.00440818753883508,0,0,0
800,0.05,47,0.000773506918346277,0.00871794930836301,0.00430605526180959,0,0,0
1600,0.05,47,0.000586203768253991,0.00375091587271194,0.00116107564862292,0,0,0
3200,0.05,47,0.000221178442870657,0.00103119054990009,0.000414535286314011,0,0,0
400,0.1,47,0.00386704030094495,0.00534368154822068,0.00963935178836257,0,0,0
800,0.1,47,0.00157382183138917,0.00230446833391423,0.00266017604011903,0,0,0
1600,0.1,47,0.000717610660040305,0.00247315358878239,7.46053495584682e-05,0,0,0
3200,0.1,47,0.000376873633457979,0.000237634197861709,0.000644220280899115,0,0,0
400,0.2,47,0.000746645436457947,0.00773932784461337,0.0057882909343652,0,0,0
800,0.2,47,0.00173400233958458,0.000957576114616403,0.000320553437699404,0,0,0
1600,0.2,47,0.00213618837686917,0.000696381508172663,0.00131249953970276,0,0,0
3200,0.2,47,0.000162599949729801,0.00109645874016611,0.000335039597658128,0,0,0
400,0.5,47,0.00418381196665689,0.0185239311473646,0.00517742082892501,0,0,0
800,0.5,47,0.00119923714820891,0.00159177534326892,0.00351195084850459,0,0,0
1600,0.5,47,0.00165068242388367,0.00215060834472326,0.002397911506087,0,0,0
3200,0.5,47,0.000276232063755141,0.000763447929027366,0.000335202360200584,0,0,0
400,0.01,48,0.000862288572217319,0.0097168134046559,0.00398835618178814,0,0,0
800,0.01,48,0.00116380570715911,0.00471543369946309,0.000930900496152845,0,0,0
1600,0.01,48,0.000976154435822766,0.000971377297146815,0.00144971831332172,0,0,0
3200,0.01,48,0.000351684686359354,0.000602634083381995,0.000513661393043044,0,0,0
400,0.05,48,0.00166675186004218,0.00330026762376686,0.00650691720094089,0,0,0
800,0.05,48,0.00107419301912576,0.00546115129634451,0.00240485648903808,0,0,0
1600,0.05,48,0.000248901734964682,0.000860386722827275,0.000289998974131443,0,0,0
3200,0.05,48,0.000381234627675124,0.000846471383207822,0.000767243329489851,0,0,0
400,0.1,48,0.0101218900614784,0.00686112298473232,0.00229563040018039,0,0,0
800,0.1,48,0.000384148097706028,0.00180681492000458,0.000412308885993554,0,0,0
1600,0.1,48,0.000926106545930653,0.00287227731549253,0.000850178348361862,0,0,0
3200,0.1,48,0.000469247324036871,0.000835913655601252,0.00052987602960043,0,0,0
400,0.2,48,0.00696865835999605,0.00441126317419401,0.00338981988190167,0,0,0
800,0.2,48,0.000816676820774338,0.00120751061812212,0.000917965398088775,0,0,0
1600,0.2,48,0.00206164227865554,0.00248783988943759,0.000352686134324001,0,0,0
3200,0.2,48,0.000169387478600041,0.000962846100829326,0.000127677856183467,0,0,0
400,0.5,48,0.00110441097616529,0.0118162507487167,0.00137762737903465,0,0,0
800,0.5,48,0.000216804643743322,0.00823244886029488,0.00126156830948053,0,0,0
1600,0.5,48,0.00143174903317448,0.000920587813279243,0.0013084390746271,0,0,0
3200,0.5,48,0.000465125786029204,0.00109004395361495,0.000528682196180012,0,0,0
400,0.01,49,0.00110494886249855,0.006556701403253,0.0017565041326171,0,0,0
800,0.01,49,0.000745308958977065,0.00437572115419749,0.00121371275469148,0,0,0
1600,0.01,49,0.00126083528546573,0.00136516743322593,0.00306212003917947,0,0,0
3200,0.01,49,0.000280880300011889,0.000641050717384818,0.000586992856632021,0,0,0
400,0.05,49,0.00414711899192967,0.00139246554660195,0.00135630264488338,0,0,0
800,0.05,49,0.00208843580805838,0.00295174812856829,0.00158566754266756,0,0,0
1600,0.05,49,0.00134352553230246,0.00118698817847464,0.000589593885803899,0,0,0
3200,0.05,49,0.000377537123786616,0.00064550597676722,0.000427112008506059,0,0,0
400,0.1,49,0.00439740107405906,0.0128157440706972,0.00871333775156874,0,0,0
800,0.1,49,0.000715690858718045,0.00263345372683827,0.00242654197611932,0,0,0
1600,0.1,49,0.00159649785782268,0.00143975111518642,0.0024841077523204,0,0,0
3200,0.1,49,0.000548101719167284,0.000725009445177997,0.00073470312792596,0,0,0
400,0.2,49,0.00574711963664609,0.0102280136018183,0.00356142384070168,0,0,0
800,0.2,49,0.00364282707175302,0.00478821167755638,0.000794541448000687,0,0,0
1600,0.2,49,0.000346606662469875,0.00048261576056787,0.00178973345979764,0,0,0
3200,0.2,49,0.000233065453235099,0.000548693928079288,0.000910301874484474,0,0,0
400,0.5,49,0.0069265079742386,0.0121893367057338,0.00362657408063223,0,0,0
800,0.5,49,0.0012062005531093,0.00441494089818935,0.000689173800316353,0,0,0
1600,0.5,49,0.00229827194705003,0.000777901723681947,0.00187653867512882,0,0,0
3200,0.5,49,0.00026995861291055,0.000779884844816159,0.000236751729274074,0,0,0
400,0.01,50,0.00142387256051553,0.01190855443288,0.00960606339882931,0,0,0
800,0.01,50,0.000629545715781066,0.00237233797620975,0.00202804569956181,0,0,0
1600,0.01,50,0.000910416703530472,0.000582025773820808,0.000115196340072181,0,0,0
3200,0.01,50,0.000477502504567679,0.0007935875370235,0.0004299701739749,0,0,0
400,0.05,50,0.00431083584972148,0.000547089060469992,0.00328721910387417,0,0,0
800,0.05,50,0.00198924309391121,0.00176153321071514,0.00266978760005854,0,0,0
1600,0.05,50,0.00124757634676826,0.00146990362412898,0.00115971809625699,0,0,0
3200,0.05,50,0.000779178614263429,0.000416842698260561,0.000468223340736439,0,0,0
400,0.1,50,0.00092592612594552,0.0136541875102679,0.0119098565033856,0,0,0
800,0.1,50,0.000851770484892926,0.00403137865541999,0.00131298494914238,0,0,0
1600,0.1,50,0.00385644871380429,0.000793346115439902,0.00113609760414275,0,0,0
3200,0.1,50,0.00062019473597585,0.000285594223413439,0.00173695811888805,0,0,0
400,0.2,50,0.00220006058978058,0.00306340511186622,0.00106337590889579,0,0,0
800,0.2,50,0.00191416156365244,0.000623218144946497,0.00278150897346731,0,0,0
1600,0.2,50,0.000401834114035254,0.000404081955901075,0.000286611000625937,0,0,0
3200,0.2,50,0.000405918483993311,0.000314809919843596,0.000432059417209408,0,0,0
400,0.5,50,0.00285699491715372,0.0120559273535732,0.00644890160534557,0,0,0
800,0.5,50,0.000668484073655396,0.00297279489237329,0.0062699622170258,0,0,0
1600,0.5,50,0.00116113668997991,0.000793851236897853,0.000424133602029122,0,0,0
3200,0.5,50,0.000230766288108286,0.000113796214655747,0.000818789192502153,0,0,0
